,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
462,no transition,Technology-specific - Way et al. (2022),206.2942066646969
463,no transition,Technology-specific - Way et al. (2022),171.0089550350767
464,no transition,Technology-specific - Way et al. (2022),152.85984799902516
465,no transition,Technology-specific - Way et al. (2022),181.82399494623456
466,no transition,Technology-specific - Way et al. (2022),188.47936064360061
467,no transition,Technology-specific - Way et al. (2022),186.01008670374318
468,no transition,Technology-specific - Way et al. (2022),188.35602486531567
469,no transition,Technology-specific - Way et al. (2022),198.7933637227963
470,no transition,Technology-specific - Way et al. (2022),188.18680464255888
471,no transition,Technology-specific - Way et al. (2022),214.3244987951364
472,no transition,Technology-specific - Way et al. (2022),217.71192345659813
473,no transition,Technology-specific - Way et al. (2022),193.65083223656205
474,no transition,Technology-specific - Way et al. (2022),160.39512924683075
475,no transition,Technology-specific - Way et al. (2022),181.734985097836
476,no transition,Technology-specific - Way et al. (2022),169.8955866045143
477,no transition,Technology-specific - Way et al. (2022),206.58556523348307
478,no transition,Technology-specific - Way et al. (2022),174.09582279317837
479,no transition,Technology-specific - Way et al. (2022),189.7182343263522
480,no transition,Technology-specific - Way et al. (2022),189.73693028321009
481,no transition,Technology-specific - Way et al. (2022),169.99352013165446
482,no transition,Technology-specific - Way et al. (2022),158.68267767710606
483,no transition,Technology-specific - Way et al. (2022),180.55558166769987
484,no transition,Technology-specific - Way et al. (2022),198.19139139677245
485,no transition,Technology-specific - Way et al. (2022),167.46228633330873
486,no transition,Technology-specific - Way et al. (2022),189.497223278906
487,no transition,Technology-specific - Way et al. (2022),172.1418301517885
488,no transition,Technology-specific - Way et al. (2022),161.3568114593377
489,no transition,Technology-specific - Way et al. (2022),187.78210709001772
490,no transition,Technology-specific - Way et al. (2022),191.2447603871786
491,no transition,Technology-specific - Way et al. (2022),203.22455494269965
492,no transition,Technology-specific - Way et al. (2022),179.31769970063888
493,no transition,Technology-specific - Way et al. (2022),184.00582916949375
494,no transition,Technology-specific - Way et al. (2022),173.5925784457002
495,no transition,Technology-specific - Way et al. (2022),164.81184061280612
496,no transition,Technology-specific - Way et al. (2022),188.034460689525
497,no transition,Technology-specific - Way et al. (2022),177.9710963837516
498,no transition,Technology-specific - Way et al. (2022),195.5253439828461
499,no transition,Technology-specific - Way et al. (2022),159.65739827656088
500,no transition,Technology-specific - Way et al. (2022),174.73104593501768
501,no transition,Technology-specific - Way et al. (2022),175.2685967447623
502,no transition,Technology-specific - Way et al. (2022),181.91685108135925
503,no transition,Technology-specific - Way et al. (2022),232.21418443834906
504,no transition,Technology-specific - Way et al. (2022),174.60882413739324
505,no transition,Technology-specific - Way et al. (2022),194.7191906511267
506,no transition,Technology-specific - Way et al. (2022),184.49925800181305
507,no transition,Technology-specific - Way et al. (2022),156.76376116331124
508,no transition,Technology-specific - Way et al. (2022),193.30479277667263
509,no transition,Technology-specific - Way et al. (2022),172.71519418771945
510,no transition,Technology-specific - Way et al. (2022),214.5731334699808
511,no transition,Technology-specific - Way et al. (2022),186.8126744515155
512,no transition,Technology-specific - Way et al. (2022),165.13511745726586
513,no transition,Technology-specific - Way et al. (2022),189.7275257666378
514,no transition,Technology-specific - Way et al. (2022),176.1134142669867
515,no transition,Technology-specific - Way et al. (2022),177.36327386845846
516,no transition,Technology-specific - Way et al. (2022),173.7290025355144
517,no transition,Technology-specific - Way et al. (2022),163.3784719001817
518,no transition,Technology-specific - Way et al. (2022),182.9749336062117
519,no transition,Technology-specific - Way et al. (2022),171.58487927311953
520,no transition,Technology-specific - Way et al. (2022),184.7714656006987
521,no transition,Technology-specific - Way et al. (2022),184.5552950715543
522,no transition,Technology-specific - Way et al. (2022),168.26806228081043
523,no transition,Technology-specific - Way et al. (2022),175.003085595414
524,no transition,Technology-specific - Way et al. (2022),195.55339672463305
525,no transition,Technology-specific - Way et al. (2022),177.08815639833756
526,no transition,Technology-specific - Way et al. (2022),180.75510195904718
527,no transition,Technology-specific - Way et al. (2022),181.8809961615195
528,no transition,Technology-specific - Way et al. (2022),177.33532489200496
529,no transition,Technology-specific - Way et al. (2022),168.2449877650879
530,no transition,Technology-specific - Way et al. (2022),219.0063565865267
531,no transition,Technology-specific - Way et al. (2022),207.58904807797194
532,no transition,Technology-specific - Way et al. (2022),188.95093558015506
533,no transition,Technology-specific - Way et al. (2022),201.63183245962676
534,no transition,Technology-specific - Way et al. (2022),195.6382538253143
535,no transition,Technology-specific - Way et al. (2022),170.05217804498437
536,no transition,Technology-specific - Way et al. (2022),188.01990983073952
537,no transition,Technology-specific - Way et al. (2022),192.21895586433538
538,no transition,Technology-specific - Way et al. (2022),204.66758350708952
539,no transition,Technology-specific - Way et al. (2022),186.18883581729136
540,no transition,Technology-specific - Way et al. (2022),183.20706726228283
541,no transition,Technology-specific - Way et al. (2022),167.6305647941246
542,no transition,Technology-specific - Way et al. (2022),192.66735865212013
543,no transition,Technology-specific - Way et al. (2022),175.2573372825941
544,no transition,Technology-specific - Way et al. (2022),200.82313904223818
545,no transition,Technology-specific - Way et al. (2022),161.04562232168803
546,no transition,Technology-specific - Way et al. (2022),177.3906353919079
547,no transition,Technology-specific - Way et al. (2022),179.67270471024625
548,no transition,Technology-specific - Way et al. (2022),191.7083579292593
549,no transition,Technology-specific - Way et al. (2022),182.83737295227084
550,no transition,Technology-specific - Way et al. (2022),160.27656045561469
551,no transition,Technology-specific - Way et al. (2022),159.83781644162698
552,no transition,Technology-specific - Way et al. (2022),187.36508551165713
553,no transition,Technology-specific - Way et al. (2022),182.07849054636043
554,no transition,Technology-specific - Way et al. (2022),196.53361935967325
555,no transition,Technology-specific - Way et al. (2022),192.71950255073511
556,no transition,Technology-specific - Way et al. (2022),186.8997820573623
557,no transition,Technology-specific - Way et al. (2022),170.01099675437482
558,no transition,Technology-specific - Way et al. (2022),178.00100666174873
559,no transition,Technology-specific - Way et al. (2022),196.69781564344686
560,no transition,Technology-specific - Way et al. (2022),181.31609973540773
561,no transition,Technology-specific - Way et al. (2022),181.58593039671538
562,no transition,Technology-specific - Way et al. (2022),195.75336067476726
563,no transition,Technology-specific - Way et al. (2022),154.92462922309014
564,no transition,Technology-specific - Way et al. (2022),177.86084394325718
565,no transition,Technology-specific - Way et al. (2022),179.7159979387285
566,no transition,Technology-specific - Way et al. (2022),185.0167508783594
567,no transition,Technology-specific - Way et al. (2022),168.16568780858276
568,no transition,Technology-specific - Way et al. (2022),193.35157706450363
569,no transition,Technology-specific - Way et al. (2022),172.24827167731826
570,no transition,Technology-specific - Way et al. (2022),159.61628331617231
571,no transition,Technology-specific - Way et al. (2022),176.35827781185773
572,no transition,Technology-specific - Way et al. (2022),162.16231331000867
573,no transition,Technology-specific - Way et al. (2022),182.21577119312258
574,no transition,Technology-specific - Way et al. (2022),182.09608805020807
575,no transition,Technology-specific - Way et al. (2022),207.2467918388888
576,no transition,Technology-specific - Way et al. (2022),202.37631173538313
577,no transition,Technology-specific - Way et al. (2022),184.673388432536
578,no transition,Technology-specific - Way et al. (2022),179.18763671317421
579,no transition,Technology-specific - Way et al. (2022),155.68853822668336
580,no transition,Technology-specific - Way et al. (2022),177.10185852569958
581,no transition,Technology-specific - Way et al. (2022),178.79906841295562
582,no transition,Technology-specific - Way et al. (2022),200.76802678606037
583,no transition,Technology-specific - Way et al. (2022),200.2201709149713
584,no transition,Technology-specific - Way et al. (2022),174.94453131775424
585,no transition,Technology-specific - Way et al. (2022),154.68489032218625
586,no transition,Technology-specific - Way et al. (2022),166.66703051281655
587,no transition,Technology-specific - Way et al. (2022),185.03733444801887
