Tech,n_breaks,AIC,BIC,Intercept,Initial production,Breakpoint 1,Breakpoint 2,Breakpoint 3,Breakpoint 4,Breakpoint 5,Breakpoint 6,Final production,LR 1,LR 2,LR 3,LR 4,LR 5,LR 6,LR 7,Number of observations
Polypropylene,2,-45.11730346140922,-44.64065421133021,-0.18386711505123346,1.4928115977940668,2.323154240212097,3.043362554852889,,,,,3.3731150557557097,9.397957937184687,20.670451162803772,1.610626605769594,,,,,9
Polypropylene,3,-44.75596006519936,-44.12042773176067,-0.24712647537332255,1.4928115977940668,1.9791576222833192,2.426813681624996,3.043362554852889,,,,3.3731150557557097,6.904499494003868,14.06165720787974,20.67045116280376,1.6106266057695717,,,,9
Laser_Diode,0,-16.84423713044697,-16.04844658485023,,-0.01240241993529162,,,,,,,3.9243243596789674,17.06698902882673,,,,,,,12
Laser_Diode,1,-21.479628563141652,-19.88804747194817,3.456065735566728,-0.01240241993529162,2.1527570558683906,,,,,,3.9243243596789674,15.094638922725212,29.319184946438735,,,,,,12
Laser_Diode,2,-25.987657470640826,-23.600285833850602,3.456065735566728,-0.01240241993529162,2.4443846251494907,3.3561077687611105,,,,,3.9243243596789674,15.094638922725212,38.32853003610551,12.964952879369896,,,,,12
Laser_Diode,3,-22.63411645484797,-19.450954272461004,3.4560657355667286,-0.01240241993529162,2.4387100982784378,3.290608225711296,3.7134349325425067,,,,3.9243243596789674,15.094638922725256,37.816917028263944,21.84198742747855,-4.218847493575595e-13,,,,12
Trichloroethane,0,-20.109560681174024,-20.526041742717915,,2.235034247799735,,,,,,,3.3116064696367618,5.41469419567866,,,,,,,7
Trichloroethane,1,-33.208808963232315,-34.0417710863201,1.1073923616012136,2.235034247799735,2.9618894423014654,,,,,,3.3116064696367618,1.8824371502252246,25.771776221183906,,,,,,7
Electric_Power,0,-137.62483901354466,-134.96042999319425,,2.609651560610097,,,,,,,4.1591776441939015,23.203600329313335,,,,,,,29
Electric_Power,1,-141.5951988477426,-136.2663808070418,0.8038658254533443,2.609651560610097,3.249976645093975,,,,,,4.1591776441939015,26.511599708713952,15.77173244321135,,,,,,29
Electric_Power,2,-142.18251030673895,-134.18928324568773,0.7820753002948937,2.609651560610097,3.2061099793101437,3.720779486160207,,,,,4.1591776441939015,26.113096336632147,18.47847815422864,12.507249626217643,,,,,29
Magnesium,0,-96.13413185963586,-94.35338834384353,,2.4553746568410872,,,,,,,3.210679047105061,-6.7892376001423616,,,,,,,19
Magnesium,1,-100.42184926405605,-96.86036223247139,1.1015169808846537,2.4553746568410872,2.851720126173326,,,,,,3.210679047105061,-12.136482693661899,17.825067725100972,,,,,,19
Shotgun_Sanger_DNA_Sequencing,0,-63.089331002811036,-60.733223342115146,,7.510554661087867,,,,,,,9.355127402116894,25.92477862899374,,,,,,,25
Pentaerythritol,0,-78.03747632121545,-76.04601177410747,,2.2388802637589955,,,,,,,3.186711334700172,20.07561624108334,,,,,,,21
Pentaerythritol,1,-78.22088125103593,-74.23795215681997,2.1039505319282763,2.2388802637589955,2.809762023573886,,,,,,3.186711334700172,14.415107418705864,35.076940363280585,,,,,,21
Ethylene_2,0,-45.574970090157336,-44.60515679058133,,3.6264499256521328,,,,,,,5.11444773362905,7.794672939995328,,,,,,,13
Ethylene_2,1,-61.25739605089376,-59.31776945174176,0.8922213117795404,3.6264499256521328,4.495413412185103,,,,,,5.11444773362905,3.376509232742797,26.427893942837667,,,,,,13
Ethylene_2,2,-58.86026536058566,-55.950825461857654,0.866238373794377,3.6264499256521328,4.291117104244583,4.668601185883093,,,,,5.11444773362905,2.9018870296235177,12.794375777018585,29.2030175603491,,,,,13
VinylAcetate,0,-43.27470689383591,-42.30489359425991,,2.5119212716417287,,,,,,,3.840107875017155,14.680987198334394,,,,,,,13
VinylAcetate,1,-58.31435896255104,-56.37473236339904,1.7083671224579984,2.5119212716417287,3.6174669634441843,,,,,,3.840107875017155,12.716535959599295,52.09555956569978,,,,,,13
CarbonBlack,0,-51.12272353536233,-50.963840452002664,,3.211922707582875,,,,,,,4.361440844178008,1.4060503512635991,,,,,,,9
CarbonBlack,1,-59.83996922055596,-59.52220305383661,0.9044109643248451,3.211922707582875,4.088647462240184,,,,,,4.361440844178008,0.9920863431009397,7.563918986257168,,,,,,9
Aniline,0,-34.82573268321843,-34.02994213762169,,2.2609249080475813,,,,,,,3.4454575514802124,15.508692395575462,,,,,,,12
Aniline,1,-38.05880917289345,-36.467228081699965,1.4150995262671162,2.2609249080475813,2.80848816098208,,,,,,3.4454575514802124,6.7058740409921995,20.43469273544243,,,,,,12
PhthalicAnhydride,0,-39.28229244618775,-37.61586575807532,,2.860343394500682,,,,,,,3.9847166962008402,20.822706792939215,,,,,,,18
Capillary_DNA_Sequencing,0,-7.193290387301534,-7.301470089190907,,1.0368405273060124,,,,,,,2.245229551568646,39.01155609773161,,,,,,,8
MaleicAnhydride,0,-39.15594633871549,-38.026047623792415,,2.074149614366387,,,,,,,3.2848406342612826,19.996019151238322,,,,,,,14
MaleicAnhydride,1,-40.78426268134509,-38.524465251498945,2.5918847761477926,2.074149614366387,2.7627604084205375,,,,,,3.2848406342612826,31.28624385341037,-0.7464892544628121,,,,,,14
Refined_Cane_Sugar,0,-134.7647652989848,-131.83329349338536,,2.190598558183,,,,,,,2.7160829056019025,10.347390988353954,,,,,,,33
Paraxylene,0,-29.473290192130904,-28.86812000614281,,2.0010292736828488,,,,,,,3.507213028778306,14.96126305360489,,,,,,,11
Paraxylene,1,-37.278892968757646,-36.06855259678146,-0.5342423535056456,2.0010292736828488,2.74671202657198,,,,,,3.507213028778306,8.971971884340935,25.225188219768878,,,,,,11
Ammonia,0,-34.63547143322563,-33.66565813364963,,3.618014271742087,,,,,,,5.075268327921764,7.994959274761982,,,,,,,13
Ammonia,1,-42.476944666455296,-40.537318067303296,0.6355400508721645,3.618014271742087,4.552995530767176,,,,,,5.075268327921764,1.4923263871643777,41.965876859499026,,,,,,13
Ammonia,2,-59.14859688261393,-56.23915698388593,0.6355400508721645,3.618014271742087,4.613713157233031,4.917806511460347,,,,,5.075268327921764,1.4923263871643666,54.466048802585064,4.963732542809717,,,,,13
SCGT,0,-18.430657487875692,-19.211781663007493,,1.1574338424381236,,,,,,,3.031317789705487,13.634007139495452,,,,,,,6
SCGT,1,-31.658333663301278,-33.22058201356488,3.3088095754601357,1.1574338424381236,2.441557737933817,,,,,,3.031317789705487,15.098492894292793,5.946824432794628,,,,,,6
Automotive_(US),0,-130.89448333629218,-128.71239842957556,,3.6754201162275533,,,,,,,4.744371945929841,45.90993316610172,,,,,,,23
Automotive_(US),1,-146.54763910166528,-142.183469288232,4.216573156566256,3.6754201162275533,4.1961615442303035,,,,,,4.744371945929841,47.50116973902085,37.40172730540684,,,,,,23
VinylChloride,0,-38.92491322151781,-38.31974303552972,,3.0111160826208967,,,,,,,4.437638426023182,12.127124705970216,,,,,,,11
VinylChloride,1,-50.277269567246634,-49.06692919527045,1.2730876163709206,3.0111160826208967,3.7985027685100774,,,,,,4.437638426023182,8.466476944882828,26.221314396099892,,,,,,11
Photovoltaics,0,-92.93032876411476,-90.3386550321061,,0.8636215653733168,,,,,,,3.378453324040399,24.10463390167018,,,,,,,28
Photovoltaics,1,-92.71615002180891,-87.5328025577916,1.7636144412349628,0.8636215653733168,2.135678253718622,,,,,,3.378453324040399,30.257266508310256,7.168819464229859,,,,,,28
Photovoltaics,2,-93.68719281877082,-85.91217162274485,1.7811226137596643,0.8636215653733168,2.1451874391074393,2.825930159781762,,,,,3.378453324040399,30.94800692430537,2.8483271051628622,14.368887103298988,,,,,28
TitaniumDioxide,0,-33.822541210969874,-33.663658127610205,,2.7998631924400805,,,,,,,3.7459377280184922,5.887251675024874,,,,,,,9
TitaniumDioxide,1,-42.38062575538466,-42.06285958866532,1.6107351896624584,2.7998631924400805,3.538647186319218,,,,,,3.7459377280184922,4.2992884354738585,28.146560110845876,,,,,,9
Motor_Gasoline,0,-108.87420800824242,-106.78516313279557,,1.8956048158076333,,,,,,,2.0364412247823087,42.0227527424297,,,,,,,22
Solar_Water_Heaters,0,-23.729973297724754,-23.335524143052314,,1.7006455194827932,,,,,,,3.9751768222663704,-7.044894260250789,,,,,,,10
Solar_Water_Heaters,1,-35.04099816736263,-34.25209985801775,-0.36499239089631463,1.7006455194827932,3.61995637867405,,,,,,3.9751768222663704,-10.708881831487549,24.203325493225215,,,,,,10
Solar_Water_Heaters,2,-30.86204850407691,-29.678701040059593,-0.36295127177071895,1.7006455194827932,3.1629064906572384,3.520000557386358,,,,,3.9751768222663704,-10.610689563193109,-15.262004148555718,18.959875882289058,,,,,10
Wind_Turbine_(Denmark),0,-83.58080290865635,-81.80005939286403,,0.9752174480080621,,,,,,,3.887023133454698,4.468958157682746,,,,,,,19
Wind_Turbine_(Denmark),1,-81.39116040562578,-77.82967337404112,4.089242007558944,0.9752174480080621,2.318125365847441,,,,,,3.887023133454698,2.443296478694079,11.939097358254402,,,,,,19
Wind_Turbine_(Denmark),2,-86.49395123016208,-81.1517206827851,4.089242007558938,0.9752174480080621,2.492333937019624,3.408469876179828,,,,,3.887023133454698,2.4432964786940903,15.156478183785405,4.886106104610444,,,,,19
Wind_Turbine_(Denmark),3,-82.15177696270834,-75.02880289953902,4.075720025988117,0.9752174480080621,1.85911413120819,2.523063925840337,3.4318289757959666,,,,3.887023133454698,1.66010618621949,4.535382190248571,14.474181492523485,4.886106104612709,,,,19
Sorbitol,0,-36.97917013419229,-37.087349836081664,,2.0595614368540254,,,,,,,2.937367155041063,9.159179991890676,,,,,,,8
