,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
8732,fast transition,Technology-mean - PCDB-Energy,281.0369778193676
8733,fast transition,Technology-mean - PCDB-Energy,206.3390293460752
8734,fast transition,Technology-mean - PCDB-Energy,197.80318518493115
8735,fast transition,Technology-mean - PCDB-Energy,253.0904743933472
8736,fast transition,Technology-mean - PCDB-Energy,279.2947690289032
8737,fast transition,Technology-mean - PCDB-Energy,327.62829047057573
8738,fast transition,Technology-mean - PCDB-Energy,288.21753546668407
8739,fast transition,Technology-mean - PCDB-Energy,262.25405242108417
8740,fast transition,Technology-mean - PCDB-Energy,338.1709367901381
8741,fast transition,Technology-mean - PCDB-Energy,198.72256498939
8742,fast transition,Technology-mean - PCDB-Energy,320.31146430446404
8743,fast transition,Technology-mean - PCDB-Energy,306.77453909390806
8744,fast transition,Technology-mean - PCDB-Energy,375.6287360662399
8745,fast transition,Technology-mean - PCDB-Energy,214.37409916244607
8746,fast transition,Technology-mean - PCDB-Energy,206.152489904966
8747,fast transition,Technology-mean - PCDB-Energy,216.28869134229987
8748,fast transition,Technology-mean - PCDB-Energy,281.4867845527887
8749,fast transition,Technology-mean - PCDB-Energy,224.0462665145605
8750,fast transition,Technology-mean - PCDB-Energy,241.08742262051518
8751,fast transition,Technology-mean - PCDB-Energy,188.5824420547936
8752,fast transition,Technology-mean - PCDB-Energy,223.90866690015852
8753,fast transition,Technology-mean - PCDB-Energy,265.62067212397517
8754,fast transition,Technology-mean - PCDB-Energy,214.65416633980837
8755,fast transition,Technology-mean - PCDB-Energy,253.65381924504103
8756,fast transition,Technology-mean - PCDB-Energy,230.3458426015818
8757,fast transition,Technology-mean - PCDB-Energy,245.297114919378
8758,fast transition,Technology-mean - PCDB-Energy,182.1338352672998
8759,fast transition,Technology-mean - PCDB-Energy,195.74101764601093
8760,fast transition,Technology-mean - PCDB-Energy,192.12407062840924
8761,fast transition,Technology-mean - PCDB-Energy,197.37672328642668
8762,fast transition,Technology-mean - PCDB-Energy,289.3524007252912
8763,fast transition,Technology-mean - PCDB-Energy,187.738700394147
8764,fast transition,Technology-mean - PCDB-Energy,247.60664722578866
8765,fast transition,Technology-mean - PCDB-Energy,199.7365846691252
8766,fast transition,Technology-mean - PCDB-Energy,251.91926691014507
8767,fast transition,Technology-mean - PCDB-Energy,261.31086548514827
8768,fast transition,Technology-mean - PCDB-Energy,245.5123433015648
8769,fast transition,Technology-mean - PCDB-Energy,318.94431170420575
8770,fast transition,Technology-mean - PCDB-Energy,274.85791091386625
8771,fast transition,Technology-mean - PCDB-Energy,310.9871306958091
8772,fast transition,Technology-mean - PCDB-Energy,349.88908492601144
8773,fast transition,Technology-mean - PCDB-Energy,454.9395424066456
8774,fast transition,Technology-mean - PCDB-Energy,185.9898687907265
8775,fast transition,Technology-mean - PCDB-Energy,187.21269964718616
8776,fast transition,Technology-mean - PCDB-Energy,230.3340916189668
8777,fast transition,Technology-mean - PCDB-Energy,305.27774140573
8778,fast transition,Technology-mean - PCDB-Energy,208.4247517380108
8779,fast transition,Technology-mean - PCDB-Energy,222.38978523191616
8780,fast transition,Technology-mean - PCDB-Energy,246.4982131198184
8781,fast transition,Technology-mean - PCDB-Energy,226.72676551207107
8782,fast transition,Technology-mean - PCDB-Energy,282.33868778213485
8783,fast transition,Technology-mean - PCDB-Energy,195.34689011536557
8784,fast transition,Technology-mean - PCDB-Energy,312.70975924519064
8785,fast transition,Technology-mean - PCDB-Energy,241.23781299255762
8786,fast transition,Technology-mean - PCDB-Energy,423.7840462292575
8787,fast transition,Technology-mean - PCDB-Energy,197.94994978960995
8788,fast transition,Technology-mean - PCDB-Energy,187.87286227795232
8789,fast transition,Technology-mean - PCDB-Energy,229.56575315350958
8790,fast transition,Technology-mean - PCDB-Energy,307.29264847878176
8791,fast transition,Technology-mean - PCDB-Energy,249.1808297532031
8792,fast transition,Technology-mean - PCDB-Energy,226.46642308675942
8793,fast transition,Technology-mean - PCDB-Energy,189.50982668267457
8794,fast transition,Technology-mean - PCDB-Energy,248.34407018616807
8795,fast transition,Technology-mean - PCDB-Energy,243.05712110164234
8796,fast transition,Technology-mean - PCDB-Energy,208.20355695122797
8797,fast transition,Technology-mean - PCDB-Energy,220.30085784280845
8798,fast transition,Technology-mean - PCDB-Energy,176.41601895828381
8799,fast transition,Technology-mean - PCDB-Energy,293.40898425370597
8800,fast transition,Technology-mean - PCDB-Energy,321.4149627309082
8801,fast transition,Technology-mean - PCDB-Energy,349.00903564231436
8802,fast transition,Technology-mean - PCDB-Energy,193.06667409878202
8803,fast transition,Technology-mean - PCDB-Energy,264.5249945532288
8804,fast transition,Technology-mean - PCDB-Energy,221.87851031783293
8805,fast transition,Technology-mean - PCDB-Energy,210.12209351067094
8806,fast transition,Technology-mean - PCDB-Energy,260.23622521277247
8807,fast transition,Technology-mean - PCDB-Energy,190.6450004786638
8808,fast transition,Technology-mean - PCDB-Energy,180.3812410372382
8809,fast transition,Technology-mean - PCDB-Energy,204.449680809249
8810,fast transition,Technology-mean - PCDB-Energy,234.8587580655225
8811,fast transition,Technology-mean - PCDB-Energy,203.04519796683755
8812,fast transition,Technology-mean - PCDB-Energy,150.16474545073063
8813,fast transition,Technology-mean - PCDB-Energy,208.0529116272715
8814,fast transition,Technology-mean - PCDB-Energy,238.6751631844703
8815,fast transition,Technology-mean - PCDB-Energy,173.68006120441024
8816,fast transition,Technology-mean - PCDB-Energy,276.21448031790874
8817,fast transition,Technology-mean - PCDB-Energy,269.3588526576868
8818,fast transition,Technology-mean - PCDB-Energy,483.84651671745263
8819,fast transition,Technology-mean - PCDB-Energy,199.6449681013655
8820,fast transition,Technology-mean - PCDB-Energy,340.6054250164861
8821,fast transition,Technology-mean - PCDB-Energy,226.1487317100808
8822,fast transition,Technology-mean - PCDB-Energy,174.22249636991793
8823,fast transition,Technology-mean - PCDB-Energy,287.4251781254234
8824,fast transition,Technology-mean - PCDB-Energy,223.34854148140565
8825,fast transition,Technology-mean - PCDB-Energy,198.04975019303347
8826,fast transition,Technology-mean - PCDB-Energy,246.64880618333373
8827,fast transition,Technology-mean - PCDB-Energy,231.45088799714674
8828,fast transition,Technology-mean - PCDB-Energy,186.7441953723935
8829,fast transition,Technology-mean - PCDB-Energy,279.65652462892626
8830,fast transition,Technology-mean - PCDB-Energy,298.71444872953884
8831,fast transition,Technology-mean - PCDB-Energy,254.23148596909468
8832,fast transition,Technology-mean - PCDB-Energy,283.6797248773346
8833,fast transition,Technology-mean - PCDB-Energy,175.32723794152756
8834,fast transition,Technology-mean - PCDB-Energy,180.27870024891524
8835,fast transition,Technology-mean - PCDB-Energy,229.77896578245446
8836,fast transition,Technology-mean - PCDB-Energy,204.62966259601663
8837,fast transition,Technology-mean - PCDB-Energy,256.2025547878023
8838,fast transition,Technology-mean - PCDB-Energy,295.58954397456336
8839,fast transition,Technology-mean - PCDB-Energy,197.71702532131337
8840,fast transition,Technology-mean - PCDB-Energy,182.95267789897932
8841,fast transition,Technology-mean - PCDB-Energy,346.3050730672287
8842,fast transition,Technology-mean - PCDB-Energy,308.2525141852927
8843,fast transition,Technology-mean - PCDB-Energy,209.18520323069706
8844,fast transition,Technology-mean - PCDB-Energy,194.54689328410262
8845,fast transition,Technology-mean - PCDB-Energy,254.92025003140088
8846,fast transition,Technology-mean - PCDB-Energy,179.42540174096663
8847,fast transition,Technology-mean - PCDB-Energy,176.32289227713255
8848,fast transition,Technology-mean - PCDB-Energy,258.95453503039425
8849,fast transition,Technology-mean - PCDB-Energy,229.97635132299405
8850,fast transition,Technology-mean - PCDB-Energy,239.55024905788665
8851,fast transition,Technology-mean - PCDB-Energy,237.41410066570361
8852,fast transition,Technology-mean - PCDB-Energy,216.32285660119038
8853,fast transition,Technology-mean - PCDB-Energy,187.4261987284175
8854,fast transition,Technology-mean - PCDB-Energy,276.01763501819704
8855,fast transition,Technology-mean - PCDB-Energy,295.4278865917864
8856,fast transition,Technology-mean - PCDB-Energy,228.82082348380183
8857,fast transition,Technology-mean - PCDB-Energy,322.9576424201446
8858,fast transition,Technology-mean - PCDB-Energy,183.29906851596576
8859,fast transition,Technology-mean - PCDB-Energy,185.55963406403552
8860,fast transition,Technology-mean - PCDB-Energy,252.0210424677743
8861,fast transition,Technology-mean - PCDB-Energy,407.3941194850992
8862,fast transition,Technology-mean - PCDB-Energy,366.42112348123004
8863,fast transition,Technology-mean - PCDB-Energy,220.5900733038998
8864,fast transition,Technology-mean - PCDB-Energy,216.88890509358413
8865,fast transition,Technology-mean - PCDB-Energy,215.73180364345455
8866,fast transition,Technology-mean - PCDB-Energy,413.1361869631696
8867,fast transition,Technology-mean - PCDB-Energy,161.75662107446723
8868,fast transition,Technology-mean - PCDB-Energy,222.34180819436037
8869,fast transition,Technology-mean - PCDB-Energy,216.95249342737463
8870,fast transition,Technology-mean - PCDB-Energy,365.2661428047976
8871,fast transition,Technology-mean - PCDB-Energy,236.48764914227803
8872,fast transition,Technology-mean - PCDB-Energy,199.8861233181795
8873,fast transition,Technology-mean - PCDB-Energy,179.79622226503542
8874,fast transition,Technology-mean - PCDB-Energy,220.83344419479238
8875,fast transition,Technology-mean - PCDB-Energy,207.33068434784937
8876,fast transition,Technology-mean - PCDB-Energy,166.6855682805565
8877,fast transition,Technology-mean - PCDB-Energy,227.41021978745053
8878,fast transition,Technology-mean - PCDB-Energy,190.1216295264485
8879,fast transition,Technology-mean - PCDB-Energy,202.42834882313775
8880,fast transition,Technology-mean - PCDB-Energy,286.9595664932176
8881,fast transition,Technology-mean - PCDB-Energy,216.66854923710872
8882,fast transition,Technology-mean - PCDB-Energy,163.9812391008478
8883,fast transition,Technology-mean - PCDB-Energy,213.85822802030148
8884,fast transition,Technology-mean - PCDB-Energy,186.29571528953193
8885,fast transition,Technology-mean - PCDB-Energy,328.7981241932096
8886,fast transition,Technology-mean - PCDB-Energy,318.54509837518776
8887,fast transition,Technology-mean - PCDB-Energy,216.1610257593024
8888,fast transition,Technology-mean - PCDB-Energy,326.67943538775495
8889,fast transition,Technology-mean - PCDB-Energy,254.3183052209275
8890,fast transition,Technology-mean - PCDB-Energy,236.78437592740516
8891,fast transition,Technology-mean - PCDB-Energy,203.16167800593013
8892,fast transition,Technology-mean - PCDB-Energy,262.3450750866548
8893,fast transition,Technology-mean - PCDB-Energy,313.6858278199561
8894,fast transition,Technology-mean - PCDB-Energy,169.96523095436805
8895,fast transition,Technology-mean - PCDB-Energy,231.57438690402824
8896,fast transition,Technology-mean - PCDB-Energy,264.53165860572193
8897,fast transition,Technology-mean - PCDB-Energy,253.11926894338788
8898,fast transition,Technology-mean - PCDB-Energy,204.21005333799155
8899,fast transition,Technology-mean - PCDB-Energy,351.39266082088
8900,fast transition,Technology-mean - PCDB-Energy,411.911584170389
8901,fast transition,Technology-mean - PCDB-Energy,237.60644620423903
8902,fast transition,Technology-mean - PCDB-Energy,324.9306372791369
8903,fast transition,Technology-mean - PCDB-Energy,249.72586354709108
8904,fast transition,Technology-mean - PCDB-Energy,150.08707811573274
8905,fast transition,Technology-mean - PCDB-Energy,151.99201206434137
8906,fast transition,Technology-mean - PCDB-Energy,214.99195368342674
8907,fast transition,Technology-mean - PCDB-Energy,169.76605692332913
8908,fast transition,Technology-mean - PCDB-Energy,243.00477772919268
8909,fast transition,Technology-mean - PCDB-Energy,213.3003020754987
8910,fast transition,Technology-mean - PCDB-Energy,164.24864132009535
8911,fast transition,Technology-mean - PCDB-Energy,346.0541701491351
8912,fast transition,Technology-mean - PCDB-Energy,270.53429256213917
8913,fast transition,Technology-mean - PCDB-Energy,265.31418536327146
8914,fast transition,Technology-mean - PCDB-Energy,208.82027276528004
8915,fast transition,Technology-mean - PCDB-Energy,339.70259281125493
8916,fast transition,Technology-mean - PCDB-Energy,213.25259365983808
8917,fast transition,Technology-mean - PCDB-Energy,283.44058765238697
8918,fast transition,Technology-mean - PCDB-Energy,360.0950667902756
8919,fast transition,Technology-mean - PCDB-Energy,187.33013743775987
8920,fast transition,Technology-mean - PCDB-Energy,381.1353845472271
8921,fast transition,Technology-mean - PCDB-Energy,253.88522272577592
8922,fast transition,Technology-mean - PCDB-Energy,168.29693135818098
8923,fast transition,Technology-mean - PCDB-Energy,277.0904810176552
8924,fast transition,Technology-mean - PCDB-Energy,192.0493178131203
8925,fast transition,Technology-mean - PCDB-Energy,227.44611737103807
8926,fast transition,Technology-mean - PCDB-Energy,236.60189475424036
8927,fast transition,Technology-mean - PCDB-Energy,186.60679008074288
8928,fast transition,Technology-mean - PCDB-Energy,395.9822320742493
8929,fast transition,Technology-mean - PCDB-Energy,219.89297964924714
8930,fast transition,Technology-mean - PCDB-Energy,227.95100585384344
8931,fast transition,Technology-mean - PCDB-Energy,216.4238108815586
8932,fast transition,Technology-mean - PCDB-Energy,221.9953415734094
8933,fast transition,Technology-mean - PCDB-Energy,191.11201312396668
8934,fast transition,Technology-mean - PCDB-Energy,227.0349262992936
8935,fast transition,Technology-mean - PCDB-Energy,260.1405363681737
8936,fast transition,Technology-mean - PCDB-Energy,231.4707457906883
8937,fast transition,Technology-mean - PCDB-Energy,193.07900548272457
8938,fast transition,Technology-mean - PCDB-Energy,177.537466166494
8939,fast transition,Technology-mean - PCDB-Energy,195.83597337885615
8940,fast transition,Technology-mean - PCDB-Energy,307.98489939840124
8941,fast transition,Technology-mean - PCDB-Energy,593.4899837198492
